"nid","post","field_language_tid","language_name"
2392059,"Engaging activities for Syrian refugee children at Mrajeeb Al Fhood Camp MRAJEEB AL FHOOD, 25th December, 2017 (WAM) -- Al Hudhud Publishing and Distribution, in cooperation with Dubai Cares and Bidaya Media, a subsidiary of the Mubadala Investment Company, held entertainment and cultural activities for Syrian refugee children in the UAE-Jordanian Mrajeeb Al Fhood Camp.

Ali Al Shaali, Founder and Director of Al Hudhud Publishing and Distribution, explained that these activities are part of the initiatives launched by the Vice President, Prime Minister and Ruler of Dubai, His Highness Sheikh Mohammed bin Rashid Al Maktoum. ""We were invited by Dubai Cares, a branch of the Mohammed bin Rashid Al Maktoum Global Initiatives, to organise this reading awareness and cultural campaign, that includes donating 200,000 books to Syrian refugee children in Jordan, starting at the UAE-Jordanian Camp, which is managed by the Emirates Red Crescent, ERC,"" he said.

Al Shaali thanked the ERC, represented by H.H. Sheikh Hamdan bin Zayed Al Nahyan, Ruler's Representative in Al Dhafra Region and Chairman of the ERC, as well as its Board of Directors and Secretary-General. He also thanked the UAE relief team, led by Mubarak Mohammed Al Khaili, Director of the Camp, who received the delegation, and the volunteers in the camp while expressing his admiration for the services offered to the Syrian refugees, which were explained by Al Khaili to the guests.

Al Shaali noted that his team entertained the children with puppet shows, adding that parents, guardians and teachers in the camp and other refugees camps will be given specialised courses, as part of a year-long project to promote correct nutrition and establish awareness via teaching practical skills and direct engagement, in partnership with Bidaya Media, which produces 'Iftah Ya Simsim', the Arabic version of Sesame Street.

Al Shaali described the camp as similar to an integrated city in terms of its level of care, education facilities, entertainment and library while noting that it has obtained ISO Quality Management certification, and is an international advancement, a source of pride, and part of the course taken and established by the late Sheikh Zayed bin Sultan Al Nahyan.

WAM/Nour Salman",267,"English"
2392054,"Asia and the Pacific: Weekly Regional Humanitarian Snapshot (19 - 26 December 2017) **PHILIPPINES / VIET NAM**

As of 26 December, the Disaster Response Operations Monitoring and Information Center reported about 555,400 people were affected by Tropical Storm Tembin in the Philippines, with 92,000 people inside 246 evacuation centres. The storm caused severe flooding in northern Mindanao, including areas hosting displaced families from the Marawi conflict. In Lanao del Norte province, local authorities and partners distributed food and NFIs to the Marawi IDPs, and temporarily transferred IDPs whose tents were damaged by strong winds and floods. On 23 December, the UN Secretary-General expressed sadness over the devastation and that the UN stands ready to provide support to the Government of the Philippines.  
Tembin continues to weaken as it moves towards southern Viet Nam and is expected to dissipate within the next 48 hours

555,400 people affected

**MYANMAR**

An increase in tensions and armed clashes between the Myanmar Military, the Kachin Independence Army and other ethnic armed groups in Kachin and northern Shan states has been reported since early December. On the evening of 24 December, mortar shells landed near Woi Chyai IDP camp, where over 6,900 displaced people are hosted, and near civilians areas of Laiza, injuring a civilian, according to local humanitarian partners. A similar incident took place on 14 December resulting in the displacement of some 200 people, who remain are staying with host families. Local NGOs also reported that armed clashes in northern Shan State caused civilian casualties and that civilians are having difficulties leaving conflict-affected areas in Nahmkan Township.

**BANGLADESH**

As of 18 December, health partners reported 1,841 suspected cases of diphtheria among the Rohingya refugees, with 22 deaths recorded. The outbreak is primary in the Balukali makeshift and extension camps.  
Cases are also being reported from the Kutupalong extension, Thangkhali, Jamtoli, and Nyapara camps, where malnutrition, low routine immunization coverage, and poor access to clean water and sanitation facilities remain key concerns. A vaccination campaign is ongoing for over 400,000 children under 15 years old. Since August, 655,000 refugees crossed from Rakhine State (Myanmar) to Bangladesh. As of 26 December, the US$434 million Rohingya Refugee Crisis Humanitarian Response Plan is only 49.5 per cent funded. 

22 people killed

**INDONESIA**

On 23 and 24 December, a series of new eruptions from Mt. Agung on Bali island were recorded, with no major impact. An estimated 71,000 affected people remain in 239 evacuation sites. The basic needs of the evacuees are being provided by authorities with support from the private sector, NGOs, volunteers, and the local community. The central government maintains a high level of attention on the Mt. Agung emergency response as well as its impact on the local economy which relies on tourism.  
Since 27 November, an alert Level IV (dangerous) issued by the Centre for Volcanology and Disaster Hazard Mitigation (PVMBG), with a 8 to 10 km radius danger zone remains in effect.

71,000 people inside evacuation sites",267,"English"
2392049,"Refugees reunited: how Red Cross tries to bring families back together **Without any idea where their relatives are or the ability to search for them, people around the world turn to international family tracing teams for help**

Six months after he arrived in the UK, Hassan’s calls to his family started going unanswered. He would send WhatsApp messages to his wife and children, but the blue double tick sign for message read did not appear. From April 2016 until January 2017, nothing.

Read more on [The Guardian](https://www.theguardian.com/world/2017/dec/25/refugees-reunited-how-red-cross-tries-to-bring-families-back-together).",267,"English"
2392039,"South Sudan army calls to investigate cessation of hostilities violations December 25, 2017 (JUBA) - South Sudanese government army has called to investigate violations of the recently signed cessation of hostilities agreement in South Sudan reiterate accusations against the armed opposition of attacking its positions.

Hours after the signing of the humanitarian cessation of hostilities in Addis Ababa on Thursday 21 December, the SPLA-IO led by Riek Machar and the government forces traded claims of attacks on their respective positions across the country.

On Monday, the SPLA spokesperson Brig Gen Lulu Ruai Koang issued a statement accusing the rebels of carrying out attacks on the government forces in five states: Yei River, Northern Liech, Amadi, Awiel East and Fashoda, in the last 24 to 72 hours.

""The rebels had stepped up offensive operations against SPLA’s positions in futile attempts to capture new strategic areas before IGAD peace monitors could embark on field visits,"" said Koang.

Also, he accused the rebels of disseminating "" negative propaganda"" in a bid to mislead the public opinion and present themselves as victims of attacks by the government forces.

Therefore, ""SPLA calls upon IGAD to immediately send investigation committee and peace monitors to investigate the latest violations as well as establish and verify who has been in control of all locations recently attacked by the rebels,"" said the army spokesperson.

Further, he called on the Ceasefire Transitional Security Arrangements Monitoring Mechanism (CTSAMM) to send monitors to Kansuk, Lokbere and Koch, three areas where the army says the rebels attacked their positions.

""SPLA reiterates its commitment to Cessation of Hostilities Agreement but reserves the inalienable right to fight in self-defence when attacked,"" he emphasized.

(ST)",267,"English"
2392024,"Sudan’s NLJP calls on African mediation to resume Darfur peace talks December 25, 2017 (KHARTOUM) - The National Liberation and Justice Party (NLJP) led by Tijani al-Sissi on Sunday has called on the African mediation to resume Darfur peace talks.

The former rebel Liberation and Justice Movement (LJM), formed by 19 rebel factions, signed the Doha Document for Peace in Darfur (DDPD) on 14 July 2011 with its leader Sissi became the chairman of the Darfur Regional Authority (DRA).

In December 2014, internal LJM differences surfaced, when Bahar Idris Abu Garda, LJM Secretary-General, publicly accused Sissi of mismanagement.

Sissi then formed the NLJP while Abu Garda established a new political party, the Liberation and Justice Party. The two parties participated in the 2015 general elections and the internal National Dialogue and they are now part of the National Consensus Government.

In statements to the semi-official Sudan Media Center (SMC) on Monday, the NLJP spokesperson Ahmed Fadl called to take advantage of all initiatives to achieve peace in Darfur, stressing their continued contacts with the rebel movements.

He said the seriousness of the rebel movements to achieve peace wouldn’t be tested until a comprehensive peace process be launched, stressing peace is a strategic choice for all Darfur movements.

The African Union High-Level Implementation Panel (AUHIP) in coordination with the Darfur Joint Chief Mediator (JCM) mediate a two-track process in order to achieve a holistic peace in Darfur, South Korodfan and Blue Nile states and pave the way for constitutional reforms.

Talks between the government and two armed groups in Darfur, Justice and Equality Movement (JEM) and Sudan Liberation Movement-Minni Minnawi (SLM-MM), over a humanitarian cessation of hostilities, are deadlocked since August 2016.

Darfur holdout groups refuse the DDPD saying they want to discuss security and protection of civilians, compensations, land ownership, and justice. They point that the Doha document omitted to address these issues in the right way.

However, Khartoum says the DDPD is now part of the constitution, and it cannot be changed. They say the armed groups have to sign it and renegotiate what they want to improve it.

Darfur has been a flashpoint for lawlessness and violence since rebel movements took up arms against the Khartoum government in 2003.

UN agencies estimate that over 300,000 people were killed in Darfur conflict since 2003, and over 2.5 million were displaced.

(ST)",267,"English"
2391994,"For More than 900 Displaced Families Distribute Food Assistance in Kunduz Province Directorate of Refugees and Repatriations(DoRR) of Kunduz province with co-operation of WFP have distributed Food items for 940 displaced families which displaced from insecure places of Imam sahib, Chahardara, Khan Abad, Ali Abad, Hazrat Sultan, to the central of this province.

Sunday December 24, 2017 of the current year distributed for every of the mentioned family such as 100kg flour, 10kg oil, 3,5kg pea, and one kg salt.",267,"English"
2391989,"More than 200 displaced families Receive Food Assistance in Sare pul province Directorate of Refugees and Repatriations (DoRR) of Sare Pul province with cooperation of WFP have distributed for 226 displaced families which, displaced from insecure places of Suncharak district to the central of this province.

Sunday December 24, 2017 of the current year distributed for every of the mentioned family such as 100 kg flour, 14 kg oil, 14kg pea and one kg salt.",267,"English"
2391984,"For More than 1500 displaced families Distributed food Assistance in Oruzgan province Directorate of Refugees and Repatriations (DoRR) of Oruzgan province with cooperation of WFP have distributed for 1512 displaced families which displaced from insecure places of Gezab, Shahid Hasass, Khas Oruzgan, Dehraroad, and central area of Trinkot districts to the central of this province.

Sunday December 24, 2017 of the current year distributed for every of the mentioned family such as 150kg flour, 25kg oil, 13kg pea, and one kg salt.",267,"English"
2391979,"Disaster preparedness for states and regions With the pre-monsoon season approaching in February, region and state governments are being urged to draw up year-end planning for disaster preparedness, emergency response and recovery, reviewing the disasters that occurred in their regions in 2017.

Vice President U Henry Van Thio, chairman of the Natural Disaster Management Committee (NDMC), made the remark at the NDMC meeting 2/2017 held in the meeting hall of Ministry of Social Welfare, Relief and Resettlement in Nay Pyi Taw yesterday morning.

At the meeting, U Henry Van Thio said NDMC had managed matters relating to natural disaster management starting from May 2016 for nearly two years and had much experience in handling various disasters. With this experience, disaster management works are to be conducted to reduce the damages that can be caused by natural disasters.

“Natural disasters will definitely occur. Lately, the frequency of natural disasters occurring has risen, as well as its destructive power. If the level of disaster management remains the same while the power or strength of natural disaster rises, there’ll be an increase in damages and losses. Therefore, we are striving for better and more effective disaster management as the strength and power of natural disaster increases. Not only individuals, but the whole world is being threatened by national disasters and the world’s countries need to work together as well as individual country to put emphasis on the works of mitigating and reducing (the effect of) natural disasters”, said the Vice President.

At the Third UN World Conference on Disaster Risk Reduction held in Sendai, Japan from 14 to 18 March 2015, the Sendai Framework for Disaster Risk Reduction was set. The four priorities for action to prevent new and reduce existing disaster risks of Sendai framework are understanding disaster risk, strengthening disaster risk governance to manage disaster risk, investing in disaster reduction for resilience and enhancing disaster preparedness for effective response and to “Build Back Better” in recovery, rehabilitation and reconstruction.
“Our country is following the Sendai Framework and the priorities of Sendai Framework are to be considered in the management stages of national level, state and region level, district level and township level”, remarked the Vice President.

At the national level, the Myanmar Action Plan on Disaster Risk Reduction (MAPDRR) is drawn according to Sustainable Development Goals (SDGs) and Sendai Framework for Disaster Risk Reduction (SFDRR). As the 23 work projects included in MAPDRR are the responsibility of relevant ministries, States and Regions governments there is a need for the relevant ministries, states and regions governments to take responsibility and work together.

“Annual projects need to be drawn for natural disasters, states and regions-wise. All round the year, we know the time, place and the type of disasters that could occur in our region, and we should be prepared for what to do. We also need to be prepared on response programmes and follow up programmes after the disaster happens. If things like required human, material, financial and technological resources to implement the programs are sourced and ready, arrangements to communicate and cooperate on requirements up and down as well as laterally are made, there’ll be readiness to respond to and face natural disaster in a region and further requirements will be known”, he said.

The NDMC is leading one of the natural disaster preparedness works of building cyclone shelters. A total of 85 will be built — 56 in Ayawaddy Region, 26 in Rakhine State, two in Chin State and one in Shan State. States/Regions Governments members have selected the locations. Each work committee and States/Regions Government members need to follow global agreements and policies set by the nation in conducting natural disaster management works in the region and work sector where each are responsible for and implement programs that are appropriate to their respective region. All need to suggest good ideas and discuss together on requirements for the natural disaster management work to be effective. There is a need for all to work and coordinate together with an aim to prevent and reduce the damages and losses caused by natural disasters to the people said the Vice President.

The NDMC Vice-Chairman Dr. Win Mat Aye, Union Minister for Social Welfare, Relief and Resettlement, said by setting up and conducting effective disaster management work programmes, the ministry is ensuring that the society becomes one that could withstand and respond to natural disasters.

When the evolution of natural disaster management is observed, it was first conducted with a view to managing works programmes after a disaster has occurred. But in later years, based on the experience gained, preparations were toward readiness to face a natural disaster, and a policy of response to natural disaster was made.

Now the preparation works focus on prevention, preparedness, and emergency response works while preparation on recovery works were also being made.

In conducting recovery or reconstruction works, it is conducted not only to make normal recovery or reconstruction works but also include programmes to prepare and withstand against future natural disasters. Furthermore, cooperation with the people in the natural disaster management has progressed from a normal process to a Community-Based Disaster Risk Management process.

Preparations against earthquakes, erosion of river banks and landslides are high capital, high-cost works. But as per the saying, “Invest today for a safer tomorrow,” prevention is better than responding and investing in natural disaster preventive/preparation works not only reduces damages and losses but the cost of reconstruction and redevelopment will also be lower, explained the Union Minister.

NDMC received nearly Ks32 billion in funding, out of which Ks14 billion was used, leaving Ks18 billion left. Funding received in US dollars was about 1 million, out of which 817,711.15 was used and 188,166.19 remains in balance according to the committee.",267,"English"
2391959,"NDRRMC Update Sitrep No. 10 re Preparedness Measures and Effects of Tropical Storm ""Urduja"" (Kai-Tak) as of 7:00 AM, 21 December 2017 *excerpt*

**II. EFFECTS**

**A. Pre-Emptive Evaluation (TAB A)**

1. A total of 4,327 families were pre-emptively evacuated in Samar, Northern Samar, and Eastern Samar (Region VII).

**B. Affected Population (TAB B)**

1. A total of 317,215 families / 1,244,583 persons are affected in 1,797 barangays in Regions MIMAPOPA, V, VI, VII, VIII, and CARAGA.

2. Of which, a total of 23,436 / 101,686 persons are currently being served inside and outside evacuation centers (ECs):  
Inside 225 ECs: 11,447 families / 52,142 persons  
Outside ECs: 11,989 families / 49,544 persons
Source: DSWD DROMIC Report 14, 2AM 20 December 2017",267,"English"
2391949,"Distribution of 50.000 relief booklets in favor of Kermanshah earthquake affected people Fifty thousand relief booklets have been distributed by IRCS among earthquake affected people located in the province of Kermanshah and cash contribution will be donated from the public donations by IRCS to the families who have lost their familiy’s members during the earthquake.

Up to now, about IRR 600 billion of cash donation has been transferred to the IRCS bank account number in favor of the earthquake affected in Kermanshah province on Sunday, 12th November 2017. In addition to, the Iranian people provided the IRCS relief bases with 20.000 tons of food items.

“Public contributions indicating the people’s trust to the Iranian Red Crescent Society” Prof. Peyvandi, IRCS President expressed in a press conference which held on Monday, 18th December 2017. He emphasized that the IRCS is a humanitarian NGO and we will stay with affected people in these difficult days”.

Prof. Peyvandi added that the IRCS is planning to donate IRR 50 million from the public contributions to the head of the families who have lost their loved ones. Also, IRR 50 million will be donated to the earthquake affected families who have had a child from the time of earthquake occurrence to 10 days later.

Until the Nowruz holidays, the Iranian new year, three necessary living items including refrigerator, carpet and TV will be provided by IRCS from public contributions in favor of the earthquake affected families (approximately 15.000 families) which their houses have completely been destroyed in the earthquake.

“As 32 cases of 42 kinds of natural disasters are occurred in our country, we should be prepared to render our relief services in time of the each disaster‘s occurrence.” Prof. Peyvandi said.

IRCS President announced that 50,000 relief booklets will be issued for the earthquake-affected people in Kermanshah and continued that 72 hours and one-month food items have been distributed among the earthquake-affected families. The second phase of the one-month food baskets’ distribution will be carried out soon”.",267,"English"
2391944,"Iran Quake - Alborz and Tehran Provinces - Information Bulletin n° 1 This bulletin is being issued for information only, and reflects the current situation and details available at this time.

**The situation**

On Wednesday, 20 December 2017, at 23:27 local time, a magnitude 5.2 earthquake hit Tehran and Alborz provinces. IRINN (Islamic Republic of Iran News Network) reported that the earthquake was also felt in neighbor provinces of Qom, Qazvin, Markazi and Gilan.

According to the Iranian Seismological Center, the epicenter was located on the region between Tehran and Alborz at 35.69 degrees north and 50.96 degrees east, some three kilometers of Malard – Tehran - seven kilometers of Meshkindasht – Alborz and 10 kilometers of Shahriar – Tehran, with an estimated depth of 15 kilometers. 13 aftershocks have been registered since then, all of them below 3 Richter magnitude.

No casualties and destructions have been reported. The authorities and the involved organizations have given the necessary advices and recommendations to public.

**Red Cross and Red Crescent action**

Iranian Red Crescent Society, has deployed 31 teams (include 98 personals) for the assessments and 40 teams (include 200 relief workers) are on stand-by for necessary support and operations.",267,"English"
2391939,"Iran Quake - Kerman Province - Information Bulletin n° 1 This bulletin is being issued for information only, and reflects the current situation and details available at this time.

**The situation**

On Thursday, 21 December 2017, at 20:34 local time, a magnitude 5.2 earthquake struck Kuhbanan district in Kerman province. According to the Iranian Seismological Center, the epicenter was located on the region at 31.38 degrees north and 56.28 degrees east, some four kilometers of Kuhbanan, twenty-seven kilometers of Kyanshahr and fifty-two kilometers of Ravar in Kerman, with an estimated depth of 10 kilometers. 29 aftershocks have been registered since then, the largest being 4.3 Richter magnitude.

**Red Cross and Red Crescent action**

Damage assessment has been conducted in 31 cities and villages of Kuhbanan district. Iranian Red Crescent Society (IRCS) has reached two villages (Joor and Allahabad) for rendering relief services. IRCS has deployed 12 teams (include 60 relief workers) for necessary support and operations.

Reported number of people affected and assisted according to the IRCS Relief and Rescue Organization is as follow:

· 42 people injured

· 3 people transported to medical centers

· 300 people were assisted with relief services and emergency sheltering (60 tents have been set up)",267,"English"
2391934,"61 IRCS teams Effort to help Kouhbanan earthquake affected peoples/ setting up more than 1700 tents Iran/ Tehran/ IRCS _ December 24th _ Iranian Red Crescent Society (IRCS) has set up 1,710 relief tent for emergency sheltering of 8,550 earthquake affected peoples in Kouhbanan district in Kerman province.

Head of the IRCS’s Relief and Rescue Organization Moreteza Salimi said, ""from 21st December till 6 o’clock (local time) of 23 December, relief operations have been doing in Kouhbanan city and 18 villages around it.""

Sixty-one relief and rescue teams of IRCS (include 305 relief workers) are rendering essential services to earthquake affected people in district, he added.

On Thursday, 21 December 2017, at 20:34 local time, a magnitude 5.2 earthquake struck Kuhbanan district in Kerman province which left 42 injured.",267,"English"
2391924,"Cities, provinces prepares for Storm Tembin Update: December, 25/2017 - 14:19

HÀ NỘI — On Monday morning, a total of more than 1.1 million people in 15 provinces and cities in the south were relocated to safe places before Typhoon Tembin could make land fall.

The Steering Committee for Disaster Prevention and Search and Rescue and the Border Guard Command provided information of the storm’s movement to more than 69,000 vehicles.

According to the Central Hydrometeorological Forecast Centre, at 7am today, the storm’s centre lay some 320km east of Côn Đảo, off the waters of Bà Rịa-Vũng Tàu. Wind speed reached up to 90-115km per hour.

Côn Đảo District and Bà Rịa-Vũng Tàu Province have called for all vessels operating in Côn Đảo waters to return to safety. All tourists on the island have been relocated to safe shelters.

Nguyễn Văn Dũng, vice chairman of the People’s Committee of Côn Đảo District, said the province has instructed functional forces to continue mobilising fishermen to return to storm shelters. If the fishermen do not comply before 7pm today, functional forces of the district will force them to follow the rule.

On Monday morning, Typhoon Tembin had a negative impact on the weather in Tiền Giang Province. Light and persistent rainfall extended from the coastal areas of Gò Công to Mỹ Tho City, and some other districts, however, no strong winds were reported.

Lương Ngọc Lân, standing vice chairman of Bạc Liêu’s Provincial Steering Committee for Natural Disaster Prevention and Search and Rescue, currently has more than 76,000ha of rice that have not been harvested. In addition, the province has more than 70,000ha of shrimp that are ready to harvest.

The province’s leaders have directed functional agencies, forces and households to speed up the harvest of shrimp and rice to avoid damage by the storm.

Dozens of flights to and from Hồ Chí Minh City, Phú Quốc and Cần Thơ have been cancelled due to Typhoon Tembin.

Vietnam Airlines (VNA), Jetstar Pacific (JPA) and VASCO (OV) announced plans to reschedule Monday’s flights due to the storm.

Passengers affected will be accommodated on tomorrow’s flights. — VNS",267,"English"
2391919,"Qatar Red Crescent Society donates P14-million for ‘Vinta’ displaced families The Philippine Red Cross (PRC) has received a donation from the Qatar Red Crescent Society amounting to P14-million ($280,000) that will help support the humanitarian needs of the more than 20,000 families devastated by Typhoon Vinta (Tembin) in Mindanao. Qatar Red Crescent Society Head of Delegation Abdelmounaim Mhindate(center) said the news to PRC Chairman Richard Gordon(right) and PRC Secretary General Atty. Oscar Palabayab(left) during its emergency meeting on the ‘Vinta’ response at the PRC National Headquarters on December 24. The donation will support the emergency and relief operations of the Philippine Red Cross in the coming days such as the provision of food items, non-food items, water, hygiene kits and tarpaulins.",267,"English"
2391914,"DSWD DROMIC Report #10 on Severe Tropical Storm ""VINTA"" (TEMBIN) as of 25 December 2017, 4PM **Situation Overview**

On 22 December 2017, the monitored Low Pressure Area east of Hinatuan, Surigao del Sur has developed into a Severe Tropical Storm and was named “Vinta” (international name: Tembin). It exited Philippine Area of Responsibility (PAR) on 22 December 2017.

**Status of Affected Families / Persons**

117,528 families or 550,805 persons are affected in 1,019 barangays in Regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA (see Table 1; details in Annex A).

**Status of IDPs Inside Evacuation Centers**

A total of 19,203 families or 89,524 persons are currently staying inside 231 evacuation centers in Regions MIMAROPA, IX, X, XI, and ARMM (see Table 2; details in Annex B).

**Status of IDPs Outside Evacuation Centers**

A total of 12,512 families or 62,834 persons are currently staying with families / friends in Regions IX, X, XI, and XII (see Table 3).",267,"English"
2391909,"DSWD DROMIC Report #11 on Severe Tropical Storm ""VINTA"" (TEMBIN) as of 26 December 2017, 2AM **Situation Overview**

On 22 December 2017, the monitored Low Pressure Area east of Hinatuan, Surigao del Sur has developed into a Severe Tropical Storm and was named “Vinta” (international name: Tembin). It exited Philippine Area of Responsibility (PAR) on 24 December 2017.

**Status of Affected Families / Persons**

118,596 families or 555,409 persons are affected in 1,034 barangays in Regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA (see Table 1; details in Annex A).

**Status of IDPs Inside Evacuation Centers**

A total of 19,485 families or 90,987 persons are currently staying inside 246 evacuation centers in Regions MIMAROPA, IX, X, XI, and ARMM (see Table 2; details in Annex B).

**Status of IDPs Outside Evacuation Centers**

A total of 12,189 families or 61,172 persons are currently staying with families / friends in Regions IX, X, XI, and XII (see Table 3).",267,"English"
2391889,"Philippines: Deadly Tropical Storm Tembin displaces 70,000 people, leaves 100 casualties As flashfloods and landslides brought by tropical storm Tembin (known locally as “Vinta”) left one hundred dead and over 70,000 people displaced in southern Philippines, continued rain could cause further suffering for survivors over the coming days.

Volunteers and search and rescue teams from the Philippine Red Cross have been on the ground in the affected areas, and are now working to reach people in need with water, food, and emergency shelter. Hot meals are being served, and welfare services provided in the evacuation centers, where over 50,000 people are staying after being evacuated prior to the landfall of the storm.

The International Federation of Red Cross and Red Crescent Societies (IFRC) has released 31,000 Swiss francs from its Disaster Relief Emergency Fund (DREF) to finance the prepositioning of relief items for 1,000 families.

“People left everything behind when they fled for their lives. The Philippines Red Cross is now providing emergency health care, cash, water, sanitation and hygiene,” said Patrick Elliott, IFRC Operations and Programmes manager in the Philippines.

Additional teams consisting of technical specialists from the Philippines Red Cross national headquarters are heading to the worst affected areas to support assessments and delivering immediate assistance.",267,"English"
2391884,"NDRRMC Update SitRep No.08 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 8:00 PM (25 December 2017) (excerpt)

**II EFFECTS**

**A. Affected Populations (TAB A)**

- 1. A total of 117,528 families/550,805 persons are affected in 1,019 barangays in regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA due to TY ""VINTA""  
- 2. Of which, a total of 19,203 families/89,524 persons are currently being served inside 231 evacuation centers (ECs) and 12,512 families/62,834 persons outside the evacuation center.  

**B. Casualties**

1. A total of 164 persons were reported dead (65 in Region IX, 75 in Region X, and 24 in ARMM), and 176 persons missing (170 for validation and 6 confiremed).  
Ongoing validation and verification by NDRRMC MDM Cluster.  

(excerpt)",267,"English"
2391774,"Bangladesh - Site Profiles, Round 7 (December 2017) IOM NPM regularly and systematically captures, monitors and disseminates information regarding the movements and evolving needs of populations on the move, whether on site or en route. NPM’s monthly site assessment rounds capture the numbers, locations and key sectoral needs of Rohingya refugees in the area affected by the influx since 25 August 2017. Data is collected through key informant interviews and direct observation.  
The unit of data collection depends on the setting. In the Makeshift Sites and their Expansions it is a ‘block,’ defined as an area of responsibility of one mahjee, usually around 100 households. The blocks are not always spatially contiguous and may have gaps. In the villages it is the village itself, and in towns it is a refugee community, typically smaller than 100 households, although with a few exceptions.  
On these Site Profiles all these units are collectively called ‘locations’. The data is aggregated up to the zone level in the sites and camps and to the upazila level outside of them. For more information on the NPM methodology please contact dtmbangladesh@iom.int.",267,"English"
2391764,"AHA Centre Flash Update #8: Tropical Storm Tembin (VINTA) Countries under monitoring: PH, MY,  ID, VN, KH, TH 1. AHA Centre Disaster Monitoring & Response System alert level downgraded to “WATCH” as TS Tembin slows down, currently located at 8.1 N, 108.9 E with maximum wind speeds of 93 kph (gusts of 120 kph).

2. TS Tembin slows down, changed its course, potentially does not make landfall in Viet Nam.  
Projected wind speeds and rainfall may still increase flood risks in southern part of Viet Nam, Cambodia, Thailand, Malaysia and Indonesia (figure above).

3. Philippines, impact & response (NDRRMC, DSWD)

• 123 persons death and 160 persons still missing.

• 541,005 persons (115,568 families) are affected in 998 barangays in Region MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA.

• A total of 20,870 families (97,583 persons) are still staying inside 261 evacuation centers in Regions MIMAROPA, IX, X, XI and ARMM. A total of 16,544 families (84,794 persons) in Regions IX, X, XI and XII are evacuating outside of centers, with families / friends.

• Assistance to typhoon victims have accounted for around 6 million PHP/120,000 USD (5.3 million PHP from DSWD & 0.6 million from local government units)

4. Viet Nam, update on preparedness 

•The NCHMF updated Typhoon Tembin warning for southern provinces (25-Dec-2017, 14:30 UTC+7).

•Deputy Prime Minister of MARD visited and monitor preparedness status in Soc Trang Province.

•The CCNDPC preparedness meeting, 25-Dec-17, released five strategies to accelerate evacuation.

•The CCNDPC will directly assist preparedness efforts in Kien Giang province.

5. Updates from other ASEAN member states 

•Cambodia released warnings of heavy rainfall, strong wind & high waves for southern provinces.

•Thailand warns heavy rainfall in Prachuap Khiri Khan, Chumphon and Surat Thani; provinces heavily flooded in the past few weeks.

•Indonesia and Malaysia updated its extreme weather warnings for areas such as provinces of Aceh & North Sumatra (ID) and states of Kelantan & Terengganu (MY), which flooded in November 2017.

5. Social media: #VintaPH, #Tembin and a Crisis Response Page are active.

6. Once additional information becomes available, AHA Centre will release another update.",267,"English"
2391739,"Humanitarian programme in Cox’s Bazar, Bangladesh - Activity Update - 23 December 2017 **What you need to know today**

- A total of 655,000 forcibly-displaced Myanmar nationals have entered Bangladesh since 25 August (Source: ISCG report, 21 December)

- BRAC's total coverage (based on sanitation) is 563,400 people with installation of 14,085 latrines (104 today). BRAC ensures access to safe water for 366,840 people through 1,265 shallow tube wells, 83 deep tube wells and three ring wells. 3,735 bathing cubicles were set up (53 today); especially for women and adolescent girls. A total of 3,378 latrines have been de-sludged (157 today) and made functional for reusing. 773 latrines have been decommissioned. A total of 37,116 hygiene sessions have been conducted.

- BRAC's 10 primary health centers and 50 satellite clinics have provided 638,108 services (7,178 patients today). 78,456 cases of pneumonia (976 today) and 81,051 cases of diarrhoea have been treated (916 today). BRAC has helped to deliver 398 babies so far and five of them were born today.

- BRAC helped to vaccinate 14,393 children during the immunisation campaign against diphtheria. 180 BRAC volunteers were involved in bringing 82,096 children to government vaccination centres. BRAC has identified 394 diphtheria cases (13 today) and referred for isolation. 279 health workers and 1,129 programme staff have been trained to handle diphtheria cases. BRAC health workers have counseled 14,511 people on diphtheria (1,760 today) and a total of 906 hand washing points have been installed.

- 208,319 blankets and 250,299 sets of clothes have been distributed; especially children and elderly people for protection against cold weather.

- Some 35,829 children received recreational support through 213 child friendly spaces (CFS).

- 15,855 children have access to 151 learning centres and 300 teachers have been assigned to guide them.

- 61,711 household visits to disseminate life saving messages have been completed (16,191 today) by community mobilisation volunteers. So far, orientation training of 800 volunteers and 107 staff has been completed.

**KEY CHALLENGES**

**Community’s resistance**

Sometimes local mosques show resistance towards the child friendly space activities. Thus, influential members of the community itself, such as religious leaders (imams), need to be engaged in productive discussion to increase understanding of the necessity of these activities. Active community membership and productive engagement in child protection committees can also play a significant role in opening the mindsets of the people.

**Access to market**

Rice is availed as a relief item; however, other food items (protein or vegetables) need to acquired to ensure a balanced diet. Although many FDMNs have cash, they are unable to purchase these additional items as the markets places are far from settlement and are hard to access. Another problem is that women do not have a way to earn money, as their skills may be limited to what they can produce (e.g. sew clothes and sell) and also being unable to utilise the local markets.",267,"English"
